3.829678583333333552e-01,3.267102125000000412e-01,3.175809108333333408e-01,3.416037249999999692e-01,3.391572666666666791e-01,3.229035375000000041e-01,3.510856124999999772e-01,3.305577712500000209e-01,3.056786075000000324e-01,3.105950333333333258e-01,4.026752499999999846e-01,2.732722166666666785e-01
8.360272541666665669e-01,6.165141041666667432e-01,8.516114874999999307e-01,8.228190833333334231e-01,5.891551291666666801e-01,6.628145124999998972e-01,6.066228041666666959e-01,7.211752583333334021e-01,8.019269333333333138e-01,8.379723624999999565e-01,8.323636749999999696e-01,7.109195541666665230e-01
4.662071708333333508e-01,4.933461208333334014e-01,5.510179458333333002e-01,5.230921999999998961e-01,5.723753291666666687e-01,5.698789375000000712e-01,6.449780208333333320e-01,7.177291708333332076e-01,8.063895083333333380e-01,6.733707666666665093e-01,7.372281166666666552e-01,5.570875208333333495e-01
5.094662708333334011e-01,4.532678124999999780e-01,5.558071333333333142e-01,5.292516541666666408e-01,5.450408999999999393e-01,4.657780874999999932e-01,4.980984333333333125e-01,4.745248458333333197e-01,5.108774762500000177e-01,5.007250216666666587e-01,6.000841333333333250e-01,4.979508666666666028e-01
4.783136458333333008e-01,3.591288249999999849e-01,4.088882166666666929e-01,4.069101833333333418e-01,4.400435375000000260e-01,4.356868541666666927e-01,3.714702333333333439e-01,4.373661958333333044e-01,4.574495375000000585e-01,4.376427166666665980e-01,4.389105374999999754e-01,4.150217362499999951e-01
4.785098708333332951e-01,4.991299666666666468e-01,5.083165333333333757e-01,5.321013166666666017e-01,4.452900083333332648e-01,4.244367583333332750e-01,5.727190916666665688e-01,5.579814291666665982e-01,6.316479666666666715e-01,5.205910750000000142e-01,4.665716874999999431e-01,5.663545291666666204e-01
6.269151124999999825e-01,7.137780666666667662e-01,5.262412208333333563e-01,6.749148791666667035e-01,5.946377749999999240e-01,6.919845083333333591e-01,4.885506787499999670e-01,5.809081083333333950e-01,6.667507583333334154e-01,7.428829499999999308e-01,6.720234499999998556e-01,5.934675000000000367e-01
3.115319216666667113e-01,3.013863875000000192e-01,4.295768874999999487e-01,3.523648129166667142e-01,3.893938550000000109e-01,5.517220620833332978e-01,2.267418536250000172e-01,2.165475974999999664e-01,2.292923120833333384e-01,2.449287662500000129e-01,3.619056374166666479e-01,3.600148966666665840e-01
5.240009749999999800e-01,4.323423041666666911e-01,5.298366625000000552e-01,5.859522145833333528e-01,6.196326208333332586e-01,5.512158208333334253e-01,3.827265870833334027e-01,4.249497504166666606e-01,3.357320254166666906e-01,5.206671874999999616e-01,4.829312250000000195e-01,4.720632791666667383e-01
3.804421125000000958e-01,3.062171899999999725e-01,3.622756354166666859e-01,2.999950583333333420e-01,2.612350075000000049e-01,2.558387937500000153e-01,2.079163683333333512e-01,1.532922295833333282e-01,2.121855340833333214e-01,1.557738099999999848e-01,2.234984666666667008e-01,1.650455587083333175e-01
4.197636874999999823e-01,3.874203958333333198e-01,3.692427875000000026e-01,3.497282874999999014e-01,3.664732500000000281e-01,3.328823441666666771e-01,3.879285041666666878e-01,6.099355083333333205e-01,3.988019750000000307e-01,5.772148291666666653e-01,5.709842458333332926e-01,6.147295666666666714e-01
7.270713166666666893e-01,6.672338416666666605e-01,6.925146349999998785e-01,7.935044791666667763e-01,6.710214374999999842e-01,5.854307625000000348e-01,6.860821874999999403e-01,5.428304791666667128e-01,5.730669208333333264e-01,5.415574374999999607e-01,5.880467875000000566e-01,6.325457687500000148e-01
5.015580958333334394e-01,3.483930558333332983e-01,4.059054512499999934e-01,4.364640908333333180e-01,4.509337416666666098e-01,3.652091095833333578e-01,4.713874333333333833e-01,5.087125958333333919e-01,4.581562316666666912e-01,4.141628008333333444e-01,4.935262645833333184e-01,4.952483958333333547e-01
5.018733075000000321e-01,5.253409979166666632e-01,3.712446545833333889e-01,2.394918299999999889e-01,3.558480949999999754e-01,4.599310558333333243e-01,2.617599645833333377e-01,2.668044333333333129e-01,2.737813462500000017e-01,2.119601066666666478e-01,1.393319779166666827e-01,2.182513283333333554e-01
4.696911958333333525e-01,4.258861166666667031e-01,5.516851999999999867e-01,5.365569091666666512e-01,6.793482541666667762e-01,6.376265874999998973e-01,4.310933374999999512e-01,3.753169541666666054e-01,4.789678583333333850e-01,4.344963104166666423e-01,3.898901208333333535e-01,4.825495875000000434e-01
